Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,People_Tested,Mortality_Rate
Puerto Rico,US,2020-11-12T05:30:39Z,18.2208,-66.5901,39120,901,34032,4187,72,1333.6024173930118,345092,NA,2.303169734151329,630,PRI,11764.200547622424,NA,2020-11-11,NA,NA
Rhode Island,US,2020-11-12T05:30:39Z,41.6809,-71.5118,39776,1266,3020,35513,44,3754.7162865161167,1281145,NA,3.125,84000044,USA,120935.63950343653,NA,2020-11-11,NA,NA
South Carolina,US,2020-11-12T05:30:39Z,33.8569,-80.945,188995,4076,98621,86298,45,3670.722436709439,2000709,NA,2.156670811397127,84000045,USA,38858.421734048534,NA,2020-11-11,NA,NA
South Dakota,US,2020-11-12T05:30:39Z,44.2998,-99.4388,58696,567,40668,17461,46,6634.872871920142,283120,NA,0.965994275589478,84000046,USA,32003.291663793618,NA,2020-11-11,NA,NA
Tennessee,US,2020-11-12T05:30:39Z,35.7478,-86.6923,293381,3761,259438,30182,47,4295.995386850591,3974023,NA,1.2819507739083311,84000047,USA,58191.854534677244,NA,2020-11-11,NA,NA
Texas,US,2020-11-12T05:30:39Z,31.0545,-97.5635,1072157,19849,831800,171067,48,3525.797336525143,9007171,NA,1.9043641229497932,84000048,USA,31063.622450374933,NA,2020-11-11,NA,NA
Utah,US,2020-11-12T05:30:39Z,40.15,-111.8624,139720,678,97269,41773,49,4358.135696100822,1534980,NA,0.4852562267391927,84000049,USA,47878.98032351016,NA,2020-11-11,NA,NA
Vermont,US,2020-11-12T05:30:39Z,44.0459,-72.7107,2535,59,1947,529,50,406.25716158457914,449806,NA,2.32741617357002,84000050,USA,72085.56561093223,NA,2020-11-11,NA,NA
Virgin Islands,US,2020-11-12T05:30:39Z,18.3358,-64.8963,1413,23,1357,33,78,1317.2614386396688,25487,NA,1.6277423920736025,850,VIR,23760.114852518927,NA,2020-11-11,NA,NA
Virginia,US,2020-11-12T05:30:39Z,37.7693,-78.17,196506,3741,21863,170902,51,2302.215014693307,2841807,NA,1.9037586638575918,84000051,USA,33293.898121485065,NA,2020-11-11,NA,NA
Washington,US,2020-11-12T05:30:39Z,47.4009,-121.4905,126574,2453,NA,117529,53,1576.003760000305,2644425,NA,2.0681437534892635,84000053,USA,34727.014548989726,NA,2020-11-11,NA,NA
West Virginia,US,2020-11-12T05:30:39Z,38.4912,-80.9545,30201,553,21877,7771,54,1685.1854228475675,875117,NA,1.8310651965166715,84000054,USA,48830.648378732316,NA,2020-11-11,NA,NA
Wisconsin,US,2020-11-12T05:30:39Z,44.2685,-89.6165,301349,2457,219304,79588,55,5175.653343601663,3679124,NA,0.8475223080215962,84000055,USA,63188.762637755965,NA,2020-11-11,NA,NA
Wyoming,US,2020-11-12T05:30:39Z,42.756,-107.3025,19374,127,11234,8013,56,3347.507338978746,146613,NA,0.6555177041395684,84000056,USA,25332.30584751166,NA,2020-11-11,NA,NA
Alabama,US,2020-11-13T05:30:30Z,32.3182,-86.9023,210637,3213,88038,119386,1,4295.921936455589,1421590,NA,1.525373035126782,84000001,USA,28993.195239420907,NA,2020-11-12,NA,NA
Alaska,US,2020-11-13T05:30:30Z,61.3707,-152.4044,21825,98,7161,14555,2,2981.634759310774,844666,NA,0.4401247019988997,84000002,USA,115463.30027544445,NA,2020-11-12,NA,NA
American Samoa,US,2020-11-13T05:30:30Z,-14.271,-170.132,0,0,NA,0,60,0,1768,NA,NA,16,ASM,3177.5129850290255,NA,2020-11-12,NA,NA
Arizona,US,2020-11-13T05:30:30Z,33.7298,-111.4312,266562,6240,44363,215959,4,3662.2113485110085,3162058,NA,2.3409188106331733,84000004,USA,26426.443011865966,NA,2020-11-12,NA,NA
Arkansas,US,2020-11-13T05:30:30Z,34.9697,-92.3731,128006,2144,111357,14505,5,4241.693628877157,1470147,NA,1.6749214880552474,84000005,USA,48715.7880365988,NA,2020-11-12,NA,NA
California,US,2020-11-13T05:30:30Z,36.1162,-119.6816,1011951,18227,NA,985981,6,2541.279441554073,20342072,NA,1.8060662313915925,84000006,USA,51482.985404288695,NA,2020-11-12,NA,NA
Colorado,US,2020-11-13T05:30:30Z,39.0598,-105.3111,147599,2468,8980,136151,8,2563.0450848936293,2347268,NA,1.6720980494447797,84000008,USA,40760.12513857208,NA,2020-11-12,NA,NA
Connecticut,US,2020-11-13T05:30:30Z,41.5978,-72.7554,85899,4726,9800,71373,9,2409.31515471265,2663481,NA,5.501810265544418,84000009,USA,74705.9353146044,NA,2020-11-12,NA,NA
Delaware,US,2020-11-13T05:30:30Z,39.3185,-75.5071,27546,762,14487,12327,10,2828.8168385769045,604647,NA,2.6573731213243303,84000010,USA,62093.7927464971,NA,2020-11-12,NA,NA
Diamond Princess,US,2020-11-13T05:30:30Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2020-11-12,NA,NA
District of Columbia,US,2020-11-13T05:30:30Z,38.8974,-77.0268,18507,657,14103,3747,11,2622.3204000289056,571530,NA,3.550008105041336,84000011,USA,80982.04885873022,NA,2020-11-12,NA,NA
Florida,US,2020-11-13T05:30:30Z,27.7663,-81.6868,863619,17372,NA,846247,12,4020.99625300375,10783307,NA,2.0115351792862364,84000012,USA,30234.623880532665,NA,2020-11-12,NA,NA
Georgia,US,2020-11-13T05:30:30Z,33.0406,-83.6431,416876,8881,NA,408473,13,3926.3388112162434,3807413,NA,2.015707308648135,84000013,USA,35860.04814916011,NA,2020-11-12,NA,NA
Grand Princess,US,2020-11-13T05:30:30Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2020-11-12,NA,NA
Guam,US,2020-11-13T05:30:30Z,13.4443,144.7937,5850,91,3865,1894,66,3562.0992638328194,75449,NA,1.5555555555555556,316,GUM,45941.33800973032,NA,2020-11-12,NA,NA
Hawaii,US,2020-11-13T05:30:30Z,21.0943,-157.4983,16534,222,11958,4354,15,1167.7609275414727,580075,NA,1.342687794846982,84000015,USA,40969.45204086245,NA,2020-11-12,NA,NA
Idaho,US,2020-11-13T05:30:30Z,44.2405,-114.4788,78279,749,33715,43815,16,4380.310732961588,417446,NA,0.9568338890379284,84000016,USA,23359.307020169945,NA,2020-11-12,NA,NA
Illinois,US,2020-11-13T05:30:30Z,40.3495,-88.9861,536542,10846,NA,525696,17,4234.134936091664,8765100,NA,2.021463370994256,84000017,USA,69170.01116098468,NA,2020-11-12,NA,NA
Indiana,US,2020-11-13T05:30:30Z,39.8494,-86.2583,230965,5094,142017,84135,18,3430.741037984653,3370098,NA,2.0838655207498973,84000018,USA,50059.244953261325,NA,2020-11-12,NA,NA
Iowa,US,2020-11-13T05:30:30Z,42.0115,-93.2105,173404,1946,105384,66074,19,5496.0428770201615,964756,NA,1.122234781204586,84000019,USA,30577.958650679702,NA,2020-11-12,NA,NA
Kansas,US,2020-11-13T05:30:30Z,38.5266,-96.7265,111112,1215,2913,107170,20,3818.3319752007505,700505,NA,1.040093491549802,84000020,USA,24044.953616397,NA,2020-11-12,NA,NA
Kentucky,US,2020-11-13T05:30:30Z,37.6681,-84.6701,129680,1622,23629,104429,21,2902.6296239675557,2145460,NA,1.2507711289327577,84000021,USA,48021.86731213318,NA,2020-11-12,NA,NA
Louisiana,US,2020-11-13T05:30:30Z,31.1695,-91.8678,198531,6097,176107,16327,22,4270.591469529517,2958488,NA,3.0710569130261773,84000022,USA,63639.90316628356,NA,2020-11-12,NA,NA
Maine,US,2020-11-13T05:30:30Z,44.6939,-69.3819,8395,159,6292,1944,23,624.5294641023886,725560,NA,1.893984514592019,84000023,USA,53976.60488077773,NA,2020-11-12,NA,NA
Maryland,US,2020-11-13T05:30:30Z,39.0639,-76.8021,159900,4261,8323,147316,24,2644.8637704939724,3761513,NA,2.6647904940587868,84000024,USA,62218.19547180797,NA,2020-11-12,NA,NA
Massachusetts,US,2020-11-13T05:30:30Z,42.2302,-71.5301,180189,10242,137422,32525,25,2614.2752494993474,7004724,NA,5.684031766645022,84000025,USA,101628.16033594764,NA,2020-11-12,NA,NA
Michigan,US,2020-11-13T05:30:30Z,43.3266,-84.5361,259183,8185,128981,122017,26,2595.240925147922,5549792,NA,3.1580003318118863,84000026,USA,55570.95690866506,NA,2020-11-12,NA,NA
Minnesota,US,2020-11-13T05:30:30Z,45.6945,-93.9002,201795,2849,159467,39479,27,3578.1590004454188,3203325,NA,1.4118288361951483,84000027,USA,56800.24866870746,NA,2020-11-12,NA,NA
Mississippi,US,2020-11-13T05:30:30Z,32.7416,-89.6787,130665,3514,111430,15721,28,4390.405184686654,1004528,NA,2.689320016836949,84000028,USA,33752.61117638936,NA,2020-11-12,NA,NA
Missouri,US,2020-11-13T05:30:30Z,38.4561,-92.2884,240030,3370,NA,226361,29,3742.805618249208,2726936,NA,1.4587831719718605,84000029,USA,44431.250354382966,NA,2020-11-12,NA,NA
Montana,US,2020-11-13T05:30:30Z,46.9219,-110.4544,43031,472,24804,17755,30,4026.186916272603,557951,NA,1.0968836420255166,84000030,USA,52204.57382169169,NA,2020-11-12,NA,NA
Nebraska,US,2020-11-13T05:30:30Z,41.1254,-98.2681,92553,756,50148,41649,31,4784.564579964516,1085792,NA,0.8168292761985024,84000031,USA,56130.45438190909,NA,2020-11-12,NA,NA
Nevada,US,2020-11-13T05:30:30Z,38.3135,-117.0554,114880,1880,2591,110409,32,3729.681223938008,1375669,NA,1.6364902506963788,84000032,USA,44662.31580478392,NA,2020-11-12,NA,NA
New Hampshire,US,2020-11-13T05:30:30Z,43.4525,-71.5639,13414,495,10447,2533,33,991.0194151551325,690359,NA,3.673469387755102,84000033,USA,50772.48032854041,NA,2020-11-12,NA,NA
New Jersey,US,2020-11-13T05:30:30Z,40.2989,-74.521,286354,16495,38809,211682,34,3005.85778957667,5124598,NA,6.178226573678019,84000034,USA,57695.20805116756,NA,2020-11-12,NA,NA
New Mexico,US,2020-11-13T05:30:30Z,34.8405,-106.2485,60776,1176,23981,35619,35,2898.471930710611,1317248,NA,1.9349743319731476,84000035,USA,62820.954879963974,NA,2020-11-12,NA,NA
New York,US,2020-11-13T05:30:30Z,42.1657,-74.9481,550678,33975,81198,430589,36,2805.4606557637444,16231193,NA,6.225241039134276,84000036,USA,83435.58796253293,NA,2020-11-12,NA,NA
North Carolina,US,2020-11-13T05:30:30Z,35.6301,-79.8064,303454,4706,261719,37029,37,2893.321601924623,4500774,NA,1.550811655143778,84000037,USA,42913.21465388721,NA,2020-11-12,NA,NA
North Dakota,US,2020-11-13T05:30:30Z,47.5289,-99.784,59173,697,48055,10421,38,7764.853778301503,930981,NA,1.1779020837206158,84000038,USA,122166.0442326215,NA,2020-11-12,NA,NA
Northern Mariana Islands,US,2020-11-13T05:30:30Z,15.0979,145.6739,100,2,29,69,69,181.3433918468011,16567,NA,2,580,MNP,30043.159727259535,NA,2020-11-12,NA,NA
Ohio,US,2020-11-13T05:30:30Z,40.3888,-82.7649,274457,6020,194846,73953,39,2347.973753325748,5066497,NA,2.061525120510681,84000039,USA,43343.77325884799,NA,2020-11-12,NA,NA
Oklahoma,US,2020-11-13T05:30:30Z,35.5653,-96.9289,144691,1481,120426,22784,40,3656.610068661105,1750494,NA,1.0235605531788432,84000040,USA,44238.23171815007,NA,2020-11-12,NA,NA
Oregon,US,2020-11-13T05:30:30Z,44.572,-122.0709,53879,746,5870,47263,41,1277.438588513224,935877,NA,1.3845839752036972,84000041,USA,22189.079119916674,NA,2020-11-12,NA,NA
Pennsylvania,US,2020-11-13T05:30:30Z,40.5908,-77.2098,254155,9182,176687,68286,42,1985.2774439971786,4669426,NA,3.612755995357164,84000042,USA,21524.03817875488,NA,2020-11-12,NA,NA
Puerto Rico,US,2020-11-13T05:30:30Z,18.2208,-66.5901,40452,909,34679,4864,72,1379.0103524637555,346424,NA,2.2471076831800647,630,PRI,11809.60848269317,NA,2020-11-12,NA,NA
Rhode Island,US,2020-11-13T05:30:30Z,41.6809,-71.5118,40764,1271,3052,36462,44,3847.980055901624,1301286,NA,3.066431164753213,84000044,USA,122836.87996820724,NA,2020-11-12,NA,NA
South Carolina,US,2020-11-13T05:30:30Z,33.8569,-80.945,190490,4084,99368,87038,45,3699.7588135600463,2020945,NA,2.1439445640191086,84000045,USA,39251.45191595416,NA,2020-11-12,NA,NA
South Dakota,US,2020-11-13T05:30:30Z,44.2998,-99.4388,60716,567,41427,18722,46,6863.209440021524,286088,NA,0.9338559852427696,84000046,USA,32338.78816583565,NA,2020-11-12,NA,NA
Tennessee,US,2020-11-13T05:30:30Z,35.7478,-86.6923,296725,3788,262527,30410,47,4344.961777222253,3995978,NA,1.276602915157132,84000047,USA,58513.3429020845,NA,2020-11-12,NA,NA
Texas,US,2020-11-13T05:30:30Z,31.0545,-97.5635,1083440,20124,838950,172646,48,3531.7878425559825,9033217,NA,1.901622247632737,84000048,USA,31153.449001946174,NA,2020-11-12,NA,NA
Utah,US,2020-11-13T05:30:30Z,40.15,-111.8624,143639,687,98897,44055,49,4480.376848355469,1551650,NA,0.4782823606402161,84000049,USA,48398.94970551704,NA,2020-11-12,NA,NA
Vermont,US,2020-11-13T05:30:30Z,44.0459,-72.7107,2651,59,1958,634,50,424.84723288391297,456048,NA,2.2255752546208982,84000050,USA,73085.90375791883,NA,2020-11-12,NA,NA
Virgin Islands,US,2020-11-13T05:30:30Z,18.3358,-64.8963,1413,23,1357,33,78,1317.2614386396688,25487,NA,1.6277423920736025,850,VIR,23760.114852518927,NA,2020-11-12,NA,NA
Virginia,US,2020-11-13T05:30:30Z,37.7693,-78.17,198027,3758,22002,172267,51,2320.034669245069,2853797,NA,1.8977210178410016,84000051,USA,33434.369954539376,NA,2020-11-12,NA,NA
Washington,US,2020-11-13T05:30:30Z,47.4009,-121.4905,128821,2466,NA,120849,53,1619.9308381614817,2644425,NA,2.032329193553617,84000053,USA,34727.014548989726,NA,2020-11-12,NA,NA
West Virginia,US,2020-11-13T05:30:30Z,38.4912,-80.9545,30897,555,22115,8227,54,1724.0215227880303,888299,NA,1.7962909020293232,84000054,USA,49566.19071984608,NA,2020-11-12,NA,NA
Wisconsin,US,2020-11-13T05:30:30Z,44.2685,-89.6165,309572,2621,223937,83014,55,5316.882939334306,3728583,NA,0.8466527980566718,84000055,USA,64038.21838083524,NA,2020-11-12,NA,NA
Wyoming,US,2020-11-13T05:30:30Z,42.756,-107.3025,20479,127,11585,8767,56,3538.433095640845,149287,NA,0.6201474681380926,84000056,USA,25794.328900284916,NA,2020-11-12,NA,NA
Alabama,US,2020-11-14T05:30:30Z,32.3182,-86.9023,213617,3231,88038,122348,1,4356.698758052164,1440875,NA,1.5125200709681346,84000001,USA,29386.511012739684,NA,2020-11-13,NA,NA
Alaska,US,2020-11-14T05:30:30Z,61.3707,-152.4044,22418,99,7161,15147,2,3062.6960747459143,844666,NA,0.43293907609908505,84000002,USA,115463.30027544445,NA,2020-11-13,NA,NA
American Samoa,US,2020-11-14T05:30:30Z,-14.271,-170.132,0,0,NA,0,60,0,1768,NA,NA,16,ASM,3177.5129850290255,NA,2020-11-13,NA,NA
Arizona,US,2020-11-14T05:30:30Z,33.7298,-111.4312,269577,6257,44675,218645,4,3703.6334837581953,3200928,NA,2.3210437092185163,84000004,USA,26690.36315053876,NA,2020-11-13,NA,NA
Arkansas,US,2020-11-14T05:30:30Z,34.9697,-92.3731,130318,2148,112383,15787,5,4318.3056288612515,1483864,NA,1.6482757562270751,84000005,USA,49170.32385138332,NA,2020-11-13,NA,NA
California,US,2020-11-14T05:30:30Z,36.1162,-119.6816,1021804,18304,NA,995361,6,2565.1960913462144,20478500,NA,1.7961336508919992,84000006,USA,51828.26590141487,NA,2020-11-13,NA,NA
Colorado,US,2020-11-14T05:30:30Z,39.0598,-105.3111,154038,2504,9148,142386,8,2674.857816020738,2391802,NA,1.625572910580506,84000008,USA,41533.454563640364,NA,2020-11-13,NA,NA
Connecticut,US,2020-11-14T05:30:30Z,41.5978,-72.7554,88645,4737,9800,74108,9,2486.33560215489,2706667,NA,5.343787015624119,84000009,USA,75917.22629903287,NA,2020-11-13,NA,NA
Delaware,US,2020-11-14T05:30:30Z,39.3185,-75.5071,28016,765,14571,12711,10,2877.0831536183305,608774,NA,2.6199314677327243,84000010,USA,62517.61207027576,NA,2020-11-13,NA,NA
Diamond Princess,US,2020-11-14T05:30:30Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2020-11-13,NA,NA
District of Columbia,US,2020-11-14T05:30:30Z,38.8974,-77.0268,18666,657,14160,3849,11,2644.84965618088,577601,NA,3.51976856316297,84000011,USA,81842.26970211789,NA,2020-11-13,NA,NA
Florida,US,2020-11-14T05:30:30Z,27.7663,-81.6868,870552,17445,NA,853107,12,4053.276190131204,10861776,NA,2.0039009731756403,84000012,USA,30370.9138444148,NA,2020-11-13,NA,NA
Georgia,US,2020-11-14T05:30:30Z,33.0406,-83.6431,419870,8905,NA,410965,13,3954.5377442341705,3838550,NA,2.1208945626027105,84000013,USA,36153.311401457766,NA,2020-11-13,NA,NA
Grand Princess,US,2020-11-14T05:30:30Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2020-11-13,NA,NA
Guam,US,2020-11-14T05:30:30Z,13.4443,144.7937,5924,92,3942,1890,66,3607.158297255661,76292,NA,1.5530047265361242,316,GUM,46454.64564723649,NA,2020-11-13,NA,NA
Hawaii,US,2020-11-14T05:30:30Z,21.0943,-157.4983,16652,222,11958,4472,15,1176.0950142385752,584937,NA,1.3331731924093202,84000015,USA,41312.84466392442,NA,2020-11-13,NA,NA
Idaho,US,2020-11-14T05:30:30Z,44.2405,-114.4788,79798,752,34104,44942,16,4465.3104391838015,420783,NA,0.9423795082583524,84000016,USA,23546.037777025453,NA,2020-11-13,NA,NA
Illinois,US,2020-11-14T05:30:30Z,40.3495,-88.9861,551957,10891,NA,541066,17,4355.7828034344875,8871640,NA,1.9731609527553775,84000017,USA,70010.77429992106,NA,2020-11-13,NA,NA
Indiana,US,2020-11-14T05:30:30Z,39.8494,-86.2583,236565,5140,144548,87154,18,3513.923121039289,3414373,NA,2.0556718026757967,84000018,USA,50716.90329741204,NA,2020-11-13,NA,NA
Iowa,US,2020-11-14T05:30:30Z,42.0115,-93.2105,178888,1972,106529,70387,19,5669.858354965183,971644,NA,1.1023657260408748,84000019,USA,30796.273933700362,NA,2020-11-13,NA,NA
Kansas,US,2020-11-14T05:30:30Z,38.5266,-96.7265,117374,1256,2960,113367,20,4033.37916887778,706787,NA,1.0025105314667462,84000020,USA,24260.58433797387,NA,2020-11-13,NA,NA
Kentucky,US,2020-11-14T05:30:30Z,37.6681,-84.6701,132844,1647,23872,107325,21,2973.4494892531297,2173524,NA,1.239800066243112,84000021,USA,48650.02429676479,NA,2020-11-13,NA,NA
Louisiana,US,2020-11-14T05:30:30Z,31.1695,-91.8678,201981,6121,176107,19753,22,4344.804265364307,2992468,NA,3.0304830652388097,84000022,USA,64370.84542786796,NA,2020-11-13,NA,NA
Maine,US,2020-11-14T05:30:30Z,44.6939,-69.3819,8639,162,6428,2049,23,642.6813627612312,734410,NA,1.8752170390091445,84000023,USA,54634.98317229722,NA,2020-11-13,NA,NA
Maryland,US,2020-11-14T05:30:30Z,39.0639,-76.8021,161769,4273,8343,149153,24,2675.7784070609096,3793532,NA,2.641420791375356,84000024,USA,62747.813314631276,NA,2020-11-13,NA,NA
Massachusetts,US,2020-11-14T05:30:30Z,42.2302,-71.5301,183095,10265,137422,35408,25,2656.4370011881024,7086029,NA,5.606379202053579,84000025,USA,102807.77534663386,NA,2020-11-13,NA,NA
Michigan,US,2020-11-14T05:30:30Z,43.3266,-84.5361,268362,8308,128981,131073,26,2687.151723510209,5623152,NA,3.0958183349356467,84000026,USA,56305.52234802201,NA,2020-11-13,NA,NA
Minnesota,US,2020-11-14T05:30:30Z,45.6945,-93.9002,207339,2895,161756,42688,27,3676.463286966242,3251551,NA,1.3962640892451492,84000027,USA,57655.37538619541,NA,2020-11-13,NA,NA
Mississippi,US,2020-11-14T05:30:30Z,32.7416,-89.6787,131970,3519,111430,17021,28,4434.253795760897,1005833,NA,2.666515117072062,84000028,USA,33796.459787463595,NA,2020-11-13,NA,NA
Missouri,US,2020-11-14T05:30:30Z,38.4561,-92.2884,244877,3391,NA,230744,29,3814.562060850245,2742932,NA,1.4403116403833998,84000029,USA,44691.880703121904,NA,2020-11-13,NA,NA
Montana,US,2020-11-14T05:30:30Z,46.9219,-110.4544,44244,477,25389,18378,30,4139.681018883249,566544,NA,1.0781122864117167,84000030,USA,53008.57614958392,NA,2020-11-13,NA,NA
Nebraska,US,2020-11-14T05:30:30Z,41.1254,-98.2681,94922,775,51017,43130,31,4907.0309882920255,1102377,NA,0.8164598301763554,84000031,USA,56987.822631006486,NA,2020-11-13,NA,NA
Nevada,US,2020-11-14T05:30:30Z,38.3135,-117.0554,116737,1893,2601,112243,32,3789.9703781237054,1388286,NA,1.6215938391426885,84000032,USA,45071.93791483289,NA,2020-11-13,NA,NA
New Hampshire,US,2020-11-14T05:30:30Z,43.4525,-71.5639,13853,498,10447,2992,33,1024.9972236747367,690359,NA,3.5732223577527447,84000033,USA,50772.48032854041,NA,2020-11-13,NA,NA
New Jersey,US,2020-11-14T05:30:30Z,40.2989,-74.521,290377,16522,39052,214809,34,3044.1028620193892,5169231,NA,6.11059127238029,84000034,USA,58197.707997689766,NA,2020-11-13,NA,NA
New Mexico,US,2020-11-14T05:30:30Z,34.8405,-106.2485,62006,1198,24291,36517,35,2957.1319358898604,1330403,NA,1.9320710898945264,84000035,USA,63448.33078901523,NA,2020-11-13,NA,NA
New York,US,2020-11-14T05:30:30Z,42.1657,-74.9481,556344,33993,81390,435780,36,2833.2242102101513,16434914,NA,6.167503987023803,84000036,USA,84482.80497334138,NA,2020-11-13,NA,NA
North Carolina,US,2020-11-14T05:30:30Z,35.6301,-79.8064,305233,4720,261719,38794,37,2910.2837086354384,4536767,NA,1.5463596662221974,84000037,USA,43256.394590279786,NA,2020-11-13,NA,NA
North Dakota,US,2020-11-14T05:30:30Z,47.5289,-99.784,60602,707,49409,10486,38,7952.371329366902,942125,NA,1.1666281640869938,84000038,USA,123628.39244051008,NA,2020-11-13,NA,NA
Northern Mariana Islands,US,2020-11-14T05:30:30Z,15.0979,145.6739,100,2,29,69,69,181.3433918468011,16567,NA,2,580,MNP,30043.159727259535,NA,2020-11-13,NA,NA
Ohio,US,2020-11-14T05:30:30Z,40.3888,-82.7649,282528,6091,197674,79154,39,2417.0209853624315,5132781,NA,2.0174991505266733,84000039,USA,43910.8314583672,NA,2020-11-13,NA,NA
Oklahoma,US,2020-11-14T05:30:30Z,35.5653,-96.9289,147358,1493,121774,24091,40,3724.0101077313934,1791023,NA,1.013178789071513,84000040,USA,45262.47475657517,NA,2020-11-13,NA,NA
Oregon,US,2020-11-14T05:30:30Z,44.572,-122.0709,54937,753,5870,48314,41,1302.523130294753,943147,NA,1.3706609388936415,84000041,USA,22361.4464344268,NA,2020-11-13,NA,NA
Pennsylvania,US,2020-11-14T05:30:30Z,40.5908,-77.2098,259988,9210,178070,72708,42,2030.840676398019,4726929,NA,3.5424711909780453,84000042,USA,21702.65104898934,NA,2020-11-13,NA,NA
Puerto Rico,US,2020-11-14T05:30:30Z,18.2208,-66.5901,41119,914,35284,4921,72,1401.7484100404718,347091,NA,2.222816702740825,630,PRI,11832.346540269882,NA,2020-11-13,NA,NA
Rhode Island,US,2020-11-14T05:30:30Z,41.6809,-71.5118,41529,1273,3086,37189,44,3920.193399605989,1315383,NA,3.0195766813551974,84000044,USA,124167.58781944965,NA,2020-11-13,NA,NA
South Carolina,US,2020-11-14T05:30:30Z,33.8569,-80.945,192101,4101,100074,87926,45,3731.048180186354,2030994,NA,2.13481449862312,84000045,USA,39446.62686643694,NA,2020-11-13,NA,NA
South Dakota,US,2020-11-14T05:30:30Z,44.2998,-99.4388,62327,568,43132,18627,46,7045.313504977625,288661,NA,0.9113225407929147,84000046,USA,32629.634695402412,NA,2020-11-13,NA,NA
Tennessee,US,2020-11-14T05:30:30Z,35.7478,-86.6923,300458,3852,265459,31147,47,4399.624317670044,4019449,NA,1.282042748071278,84000047,USA,58857.030147423386,NA,2020-11-13,NA,NA
Texas,US,2020-11-14T05:30:30Z,31.0545,-97.5635,1096469,20153,850648,172683,48,3597.462687890049,9153369,NA,1.896720978299633,84000048,USA,31567.825099020098,NA,2020-11-13,NA,NA
Utah,US,2020-11-14T05:30:30Z,40.15,-111.8624,145789,701,100892,44196,49,4547.439486106805,1567347,NA,0.4808318871794168,84000049,USA,48888.56934495087,NA,2020-11-13,NA,NA
Vermont,US,2020-11-14T05:30:30Z,44.0459,-72.7107,2743,59,1977,707,50,439.5910825351088,461509,NA,2.1509296390812978,84000050,USA,73961.07944210555,NA,2020-11-13,NA,NA
Virgin Islands,US,2020-11-14T05:30:30Z,18.3358,-64.8963,1426,23,1357,46,78,1329.3806167729424,25487,NA,1.6129032258064515,850,VIR,23760.114852518927,NA,2020-11-13,NA,NA
Virginia,US,2020-11-14T05:30:30Z,37.7693,-78.17,199262,3785,22095,173382,51,2334.5036195221405,2864009,NA,1.899509188907067,84000051,USA,33554.011185494404,NA,2020-11-13,NA,NA
Washington,US,2020-11-14T05:30:30Z,47.4009,-121.4905,131141,2477,NA,122979,53,1648.0599267776972,2694170,NA,2.0072033020446542,84000053,USA,35380.273892226716,NA,2020-11-13,NA,NA
West Virginia,US,2020-11-14T05:30:30Z,38.4912,-80.9545,31639,565,22543,8531,54,1765.42437646019,902293,NA,1.7857707260027182,84000054,USA,50347.04184422371,NA,2020-11-13,NA,NA
Wisconsin,US,2020-11-14T05:30:30Z,44.2685,-89.6165,318023,2683,229469,85871,55,5462.028423164607,3768197,NA,0.8436496731368486,84000055,USA,64718.586762855535,NA,2020-11-13,NA,NA
Wyoming,US,2020-11-14T05:30:30Z,42.756,-107.3025,21341,127,12082,9132,56,3687.3724641863023,151549,NA,0.5950986364275338,84000056,USA,26185.1651550991,NA,2020-11-13,NA,NA
Alabama,US,2020-11-15T05:30:30Z,32.3182,-86.9023,215843,3246,88038,124559,1,4402.097820090411,1453155,NA,1.5038708691039318,84000001,USA,29636.960465493346,NA,2020-11-14,NA,NA
Alaska,US,2020-11-15T05:30:30Z,61.3707,-152.4044,23162,100,7162,15893,2,3164.945423726497,862264,NA,0.4232712823392217,84000002,USA,117868.89391630045,NA,2020-11-14,NA,NA
American Samoa,US,2020-11-15T05:30:30Z,-14.271,-170.132,0,0,NA,0,60,0,1768,NA,NA,16,ASM,3177.5129850290255,NA,2020-11-14,NA,NA
Arizona,US,2020-11-15T05:30:30Z,33.7298,-111.4312,273053,6300,45036,221717,4,3751.3891527861297,3235173,NA,2.307244381127473,84000004,USA,26947.24908249627,NA,2020-11-14,NA,NA
Arkansas,US,2020-11-15T05:30:30Z,34.9697,-92.3731,132166,2159,112383,17624,5,4379.542210163417,1483864,NA,1.6335517455321338,84000005,USA,49170.32385138332,NA,2020-11-14,NA,NA
California,US,2020-11-15T05:30:30Z,36.1162,-119.6816,1030034,18342,NA,1004814,6,2589.241815121361,20671596,NA,1.7841451244151163,84000006,USA,52316.9653096967,NA,2020-11-14,NA,NA
Colorado,US,2020-11-15T05:30:30Z,39.0598,-105.3111,159234,2525,9352,147357,8,2765.085949416677,2443599,NA,1.58571661831016,84000008,USA,42432.90541535504,NA,2020-11-14,NA,NA
